69.0000000000 1.0000000000 35.0000000000 
54.0000000000 16.0000000000 35.0000000000 
54.0000000000 16.0000000000 15.0000000000 
69.0000000000 1.0000000000 15.0000000000 

69.0000000000 1.0000000000 35.0000000000 
84.0000000000 16.0000000000 35.0000000000 
84.0000000000 16.0000000000 15.0000000000 
69.0000000000 1.0000000000 15.0000000000 

69.0000000000 1.0000000000 35.0000000000 
84.0000000000 -14.0000000000 35.0000000000 
84.0000000000 -14.0000000000 15.0000000000 
69.0000000000 1.0000000000 15.0000000000 

69.0000000000 1.0000000000 35.0000000000 
54.0000000000 -14.0000000000 35.0000000000 
54.0000000000 -14.0000000000 15.0000000000 
69.0000000000 1.0000000000 15.0000000000 

69.0000000000 1.0000000000 35.0000000000 
54.0000000000 16.0000000000 35.0000000000 
54.0000000000 16.0000000000 15.0000000000 
69.0000000000 1.0000000000 15.0000000000 

